dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
antique,2546730,WordSwapRandomCharacterSubstitution,mispelling,what quality of which is inherently contained in the question why,what quality of which is inherently contained in the quession why,True,True
antique,2550445,WordSwapRandomCharacterSubstitution,mispelling,why do teens today find it amusing to tear one another apart,why do teens today fixd it amusing to tear one another apart,True,True
antique,2571912,WordSwapRandomCharacterSubstitution,mispelling,if a coin is tossed twice  what is the probability of getting heads both times,if a loin is tossed twice  what is the probability of getting heads both times,True,True
antique,2573745,WordSwapRandomCharacterSubstitution,mispelling,how did african american women get the right to vote,how did africab american women get the right to vote,True,True
antique,2573803,WordSwapRandomCharacterSubstitution,mispelling,how do you get rid of sweat stains on clothes,how do you get rid of swfat stains on clothes,True,True
antique,2587810,WordSwapRandomCharacterSubstitution,mispelling,what happens to bile salts when gallbladder has been removed,what happens to bile salts when gazlbladder has been removed,True,True
antique,2613648,WordSwapRandomCharacterSubstitution,mispelling,how can i strengthen my eyes,how can i strmngthen my eyes,True,True
antique,2620488,WordSwapRandomCharacterSubstitution,mispelling,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,why do they say dont keep egps in the fridge if there is a special comparmment in most fridges for eggs,True,True
antique,2630860,WordSwapRandomCharacterSubstitution,mispelling,why is god  male,why is god  mate,True,True
antique,2632334,WordSwapRandomCharacterSubstitution,mispelling,on the most fundamental level  why is killing other humans bad,on the most fundamental levep  why is killing other humans bad,True,True
antique,263783,WordSwapRandomCharacterSubstitution,mispelling,what affects did watergate have on the presidency,what affects did walergate have on the presidency,True,True
antique,2677193,WordSwapRandomCharacterSubstitution,mispelling,what does the phrase  take no prisoners  mean,what does the khrase  take no prisoners  mean,True,True
antique,2678484,WordSwapRandomCharacterSubstitution,mispelling,what is the mean of bibliography,what is the mean of gibliography,True,True
antique,2678635,WordSwapRandomCharacterSubstitution,mispelling,why do husky s have coloful eyes then other dogs,why do husky s have colofur eyes then other dogs,True,True
antique,2689609,WordSwapRandomCharacterSubstitution,mispelling,why do people ignore global issues,why do people ignore glomal issues,True,True
antique,2700836,WordSwapRandomCharacterSubstitution,mispelling,how do you wire an 800 watt inverter,how do you wire an 800 watt inverteq,True,True
antique,2704,WordSwapRandomCharacterSubstitution,mispelling,why does it seem that no matter how hard you try,why does it seem that no matter how hard you hry,True,True
antique,2735795,WordSwapRandomCharacterSubstitution,mispelling,how to decrease weight 100kg to 70kg,how to decrevse weight 100kg to 70kg,True,True
antique,2764765,WordSwapRandomCharacterSubstitution,mispelling,how to study 17 18 hrs a day give me practical tips,how to study 17 18 hrs a day givo me practical tips,True,True
antique,2776069,WordSwapRandomCharacterSubstitution,mispelling,what is taj mahal,what is taj mabal,True,True
antique,278043,WordSwapRandomCharacterSubstitution,mispelling,how is splitting a laser beam dangerous,how is splitting a laseh beam dangerous,True,True
antique,2858043,WordSwapRandomCharacterSubstitution,mispelling,how do you stop bad feelings toward the people,how do you stop bad feelings tcward the people,True,True
antique,2891885,WordSwapRandomCharacterSubstitution,mispelling,why does everone want a horse,why does evecone want a horse,True,True
antique,2897078,WordSwapRandomCharacterSubstitution,mispelling,how to get rid of stript throat,how to get fid of stript throat,True,True
antique,2901754,WordSwapRandomCharacterSubstitution,mispelling,how are fico scores calculated,how are fico scorbs calculated,True,True
antique,2910592,WordSwapRandomCharacterSubstitution,mispelling,how do i get rid of pink eye quick at home,how do i ggt rid of pink eye quick at home,True,True
antique,2942624,WordSwapRandomCharacterSubstitution,mispelling,why do random strangers keep asking me what ethnicity i am,why do random strangerg keep asking me what ethnicity i am,True,True
antique,2961191,WordSwapRandomCharacterSubstitution,mispelling,what is ogopogo,what is ogogogo,True,True
antique,3083719,WordSwapRandomCharacterSubstitution,mispelling,how do you safely wean a person off risperidal,how do you safely wean a person off risperidaf,True,True
antique,3104841,WordSwapRandomCharacterSubstitution,mispelling,how do you take care of hamster gigy pig,how do you take care of hamster gigy hig,True,True
antique,3118286,WordSwapRandomCharacterSubstitution,mispelling,how to reduce crime and violence,how to reduce crgme and violence,True,True
antique,3124162,WordSwapRandomCharacterSubstitution,mispelling,how can i get rid of a sinus infection without medication,how can i get rid of a sinus infection wiwhout medication,True,True
antique,3152714,WordSwapRandomCharacterSubstitution,mispelling,i m a black women and don t like hair under arms or private area but always get razor bumps how can i prevent,i m a black women and don t like hair under arms or private area but alwaxs get razor bumps how can i prevent,True,True
antique,3159749,WordSwapRandomCharacterSubstitution,mispelling,what is the difference between organic and inorganic eggs,what is the difference between organzc and inorganic eggs,True,True
antique,3172166,WordSwapRandomCharacterSubstitution,mispelling,does any one know how to find out about an insurance claim,does any one know how to jind out about an insurance claim,True,True
antique,317469,WordSwapRandomCharacterSubstitution,mispelling,how can i get rid off my pimples white black heads  and oiliness of my face,how can i got rid off my pimples white black heads  and oiliness of my face,True,True
antique,3178012,WordSwapRandomCharacterSubstitution,mispelling,why do we find bricks in toilets,why do we find bricks in toilits,True,True
antique,3211282,WordSwapRandomCharacterSubstitution,mispelling,i dont have any friands on yahoo how do i get some,i dont have any friands on yahoo how do i gef some,True,True
antique,3272207,WordSwapRandomCharacterSubstitution,mispelling,how to make pineapple upsidedown cake germain chocolate cake,how to make pineapple upsidedown cake genmain chocolate cake,True,True
antique,3280274,WordSwapRandomCharacterSubstitution,mispelling,what is a schnitzel,what is a schnotzel,True,True
antique,332662,WordSwapRandomCharacterSubstitution,mispelling,what is sosiology,what is sosaology,True,True
antique,3374970,WordSwapRandomCharacterSubstitution,mispelling,what is the correct form  i wear glasses or i am wearing glasses and why,what is the correct form  i tear glasses or i am wearing glasses and why,True,True
antique,3382182,WordSwapRandomCharacterSubstitution,mispelling,is more difficult to train a male versus a female,is more difeicult to train a male versus a female,True,True
antique,3407617,WordSwapRandomCharacterSubstitution,mispelling,why is prostitution wrong,why is prostituwion wrong,True,True
antique,344029,WordSwapRandomCharacterSubstitution,mispelling,what does bmr stand for when you are talking about health and what is bmr,what does bmr stand for when you are talking about hearth and what is bmr,True,True
antique,3470651,WordSwapRandomCharacterSubstitution,mispelling,how do i get rid of static shock electricity,how do i get rid of static shock electriciuy,True,True
antique,348777,WordSwapRandomCharacterSubstitution,mispelling,why would a child s psychologist recommend hospitalization to develop social skills,why would a child s psychologist recommend hospitalization to develop sooial skills,True,True
antique,3495304,WordSwapRandomCharacterSubstitution,mispelling,how can i find a diabetic freind,how can i find a diaretic freind,True,True
antique,3507499,WordSwapRandomCharacterSubstitution,mispelling,tell me the difference between revenge and vengeance,tell me the difference between rovenge and vengeance,True,True
antique,3556937,WordSwapRandomCharacterSubstitution,mispelling,how is lava made,how is lava fade,True,True
antique,358253,WordSwapRandomCharacterSubstitution,mispelling,why do wiccans believe that they have magical powers when they don t ever produce any magic,why do wiccans beliege that they have magical powers when they don t ever produce any magic,True,True
antique,3608433,WordSwapRandomCharacterSubstitution,mispelling,how fast is the chicago transit authority train,how fast is the chicago transit authority traid,True,True
antique,3617468,WordSwapRandomCharacterSubstitution,mispelling,how do yooh laugh,how do yooh oaugh,True,True
antique,3626847,WordSwapRandomCharacterSubstitution,mispelling,what can  check engine  light signify in my 94 plymoth voyager,what can  check enginx  light signify in my 94 plymoth voyager,True,True
antique,363519,WordSwapRandomCharacterSubstitution,mispelling,how do you install a oil breather on a 1994 ford tempo,how do you install a oil breather on a 1994 ford tempq,True,True
antique,3635284,WordSwapRandomCharacterSubstitution,mispelling,what is the procedure for getting a paternity test,what is the procedure for getting a paternity tnst,True,True
antique,3651236,WordSwapRandomCharacterSubstitution,mispelling,what does the  21 mean,what does the  21 kean,True,True
antique,3652886,WordSwapRandomCharacterSubstitution,mispelling,why isn t there a tool to suck up phlegm in your throat,why isn t there a tool to suck up phlebm in your throat,True,True
antique,3690922,WordSwapRandomCharacterSubstitution,mispelling,how do u end a bad rep,how do u end a bfd rep,True,True
antique,3731489,WordSwapRandomCharacterSubstitution,mispelling,bulldog is aware of whats happening and trying to stop it  already at vet just waiting for blood work  ears fi,bulluog is aware of whats happening and trying to stoh it  already at vet just waiting for blood work  ears fi,True,True
antique,3738877,WordSwapRandomCharacterSubstitution,mispelling,if i had a bad breath what should i do,if i had a ead breath what should i do,True,True
antique,3752394,WordSwapRandomCharacterSubstitution,mispelling,why haven t muslims protested the terrorism by radical islam like they did the cartoon jihad,why haven t muslims protested the terrorism by radical hslam like they did the cartoon jihad,True,True
antique,3814583,WordSwapRandomCharacterSubstitution,mispelling,why do only republicans defend martha stewart,why do only republicans defeny martha stewart,True,True
antique,3824106,WordSwapRandomCharacterSubstitution,mispelling,what happens when a young girl  young boy meet alone,what happens when a uoung girl  young boy meet alone,True,True
antique,3841762,WordSwapRandomCharacterSubstitution,mispelling,what is the most important number  and why,what is the most important numher  and why,True,True
antique,3884772,WordSwapRandomCharacterSubstitution,mispelling,how about a bumper sticker thats says,how about a bumper sticker thass says,True,True
antique,3885753,WordSwapRandomCharacterSubstitution,mispelling,why are dead cockroaches always found lying on their backs instead of face down,why are dead cockroaches rlways found lying on their backs instead of face down,True,True
antique,3913653,WordSwapRandomCharacterSubstitution,mispelling,how can sexual desire be overcome,how can sexgal desire be overcome,True,True
antique,3958214,WordSwapRandomCharacterSubstitution,mispelling,how is light energy turned into heat energy,how is light energy turned into heax energy,True,True
antique,3961,WordSwapRandomCharacterSubstitution,mispelling,how to stop rabbit from peeing on the floor,how to ytop rabbit from peeing on the floor,True,True
antique,397709,WordSwapRandomCharacterSubstitution,mispelling,how and what court should i take a driver who damaged my liability insurance car,how and what court should i take a driver who damaged my liability invurance car,True,True
antique,4031702,WordSwapRandomCharacterSubstitution,mispelling,how to spice up our lovemaking,how to spire up our lovemaking,True,True
antique,4032777,WordSwapRandomCharacterSubstitution,mispelling,why do american people put there animals on such a pedestal,why do american people put there animali on such a pedestal,True,True
antique,4042061,WordSwapRandomCharacterSubstitution,mispelling,why do parakeets bounce up and down,why do parakeetg bounce up and down,True,True
antique,404359,WordSwapRandomCharacterSubstitution,mispelling,why is corruption high in the third world countries,why is corruption high in the third wwrld countries,True,True
antique,4048305,WordSwapRandomCharacterSubstitution,mispelling,why aren t there ever any guilty bystanders,why aren t there ever any guilty bnstanders,True,True
antique,406082,WordSwapRandomCharacterSubstitution,mispelling,how do people build mussels on there biceps,how do people build mussels on there biceps,False,False
antique,4069320,WordSwapRandomCharacterSubstitution,mispelling,athiests  how did you find the light,athiests  how did you fiod the light,True,True
antique,4092472,WordSwapRandomCharacterSubstitution,mispelling,what does elucidate mean,what does eluaidate mean,True,True
antique,4165672,WordSwapRandomCharacterSubstitution,mispelling,how do we get up early in the morning without alarm,how do we get up xarly in the morning without alarm,True,True
antique,4183127,WordSwapRandomCharacterSubstitution,mispelling,why are some americans so prudish when it comes to sex,why are some americaks so prudish when it comes to sex,True,True
antique,4217473,WordSwapRandomCharacterSubstitution,mispelling,how do i remove the nude patch  v1 0 0 1022 from the sims 2 game,how do i remove the nude patch  v1 0 0 10g2 from the sims 2 game,True,True
antique,4237144,WordSwapRandomCharacterSubstitution,mispelling,why do we say   god bless you  when someone sneezes,why do we say   gos bless you  when someone sneezes,True,True
antique,4262151,WordSwapRandomCharacterSubstitution,mispelling,how should a pregnant woman deal with morning sickness,how should a pregnant womaa deal with morning sickness,True,True
antique,4287367,WordSwapRandomCharacterSubstitution,mispelling,how can ppl tell if they r bipolar,how can ppl tfll if they r bipolar,True,True
antique,4287894,WordSwapRandomCharacterSubstitution,mispelling,how long is the train ride from italy to finland,how lhng is the train ride from italy to finland,True,True
antique,4336509,WordSwapRandomCharacterSubstitution,mispelling,what is the purpose of running a fever,what is the purpkse of running a fever,True,True
antique,4338583,WordSwapRandomCharacterSubstitution,mispelling,how is it being you,how is it being you,False,False
antique,4387641,WordSwapRandomCharacterSubstitution,mispelling,how do i keep my cat from scratching my leather couch,how do i keep my cat from scratching my leather couqh,True,True
antique,4400543,WordSwapRandomCharacterSubstitution,mispelling,why do some animals always have more than one baby   some animals don t,why do some animals alrays have more than one baby   some animals don t,True,True
antique,4450252,WordSwapRandomCharacterSubstitution,mispelling,what are the causes of college dropouts,what are the causls of college dropouts,True,True
antique,461995,WordSwapRandomCharacterSubstitution,mispelling,why does my congregation complain about lenght of my  90 minute sermons,why does my congregation complain about lenght of my  9y minute sermons,True,True
antique,485408,WordSwapRandomCharacterSubstitution,mispelling,what can i do tonight,what can i do tonixht,True,True
antique,489705,WordSwapRandomCharacterSubstitution,mispelling,what are some unwritten rules while using a urinal,what are some unwritten rfles while using a urinal,True,True
antique,511835,WordSwapRandomCharacterSubstitution,mispelling,how and why did the roman empire fell apart,how and why did the roman empire vell apart,True,True
antique,514804,WordSwapRandomCharacterSubstitution,mispelling,why isn t there any military bases in the state of mississippi,why isn t there any military baszs in the state of mississippi,True,True
antique,544869,WordSwapRandomCharacterSubstitution,mispelling,why is it so easy to be bad,why is it so easd to be bad,True,True
antique,546552,WordSwapRandomCharacterSubstitution,mispelling,if jimmy hoffa is found on the farm  how will it change american culture,if jimmy hofua is found on the farm  how will it change american culture,True,True
antique,554539,WordSwapRandomCharacterSubstitution,mispelling,why do you read,why do you sead,True,True
antique,566364,WordSwapRandomCharacterSubstitution,mispelling,what are caskets its so amazing how they are made,what are caskets its so amazing how they are madr,True,True
antique,595342,WordSwapRandomCharacterSubstitution,mispelling,what is there to expect when you turn 17,what is there to expect when you turn n7,True,True
antique,643630,WordSwapRandomCharacterSubstitution,mispelling,how do you keep your parents from divorcing,how do you keep your parents from divoacing,True,True
antique,66151,WordSwapRandomCharacterSubstitution,mispelling,why does the it seem the u s  has more serial killers than other countries,why does the it seem the u s  has more serial kilaers than other countries,True,True
antique,684633,WordSwapRandomCharacterSubstitution,mispelling,what s the best asian and why,what s the bcst asian and why,True,True
antique,727663,WordSwapRandomCharacterSubstitution,mispelling,why do pigs wallow in mud,why do pigs wsllow in mud,True,True
antique,752633,WordSwapRandomCharacterSubstitution,mispelling,how  did you do  when there  was a bomb  while  you were  shopping  in  new york,how  did you do  when there  was a bomb  while  you were  shopping  in  niw york,True,True
antique,763189,WordSwapRandomCharacterSubstitution,mispelling,why was  wearing the colour green considered a sign of madness,why was  wearing the colour green considered a sihn of madness,True,True
antique,772988,WordSwapRandomCharacterSubstitution,mispelling,what is the difference between dressing and stuffing,what is the dpfference between dressing and stuffing,True,True
antique,844617,WordSwapRandomCharacterSubstitution,mispelling,how are dna and rna similar,how are dna and mna similar,True,True
antique,884643,WordSwapRandomCharacterSubstitution,mispelling,in the constellation lyra  why are some of the stars labeled with the roman alphabet,in the constellation lyra  why are some of the stars labuled with the roman alphabet,True,True
antique,913424,WordSwapRandomCharacterSubstitution,mispelling,why do i black out while i am driving,why do i black out while i am drbving,True,True
antique,929821,WordSwapRandomCharacterSubstitution,mispelling,why do guys sniff their underwear,why do guys suiff their underwear,True,True
antique,937635,WordSwapRandomCharacterSubstitution,mispelling,why do they put braille on a drive through atm,why do they put braille on a drive through htm,True,True
antique,94629,WordSwapRandomCharacterSubstitution,mispelling,why receptors are good drug target,why receptors are good drug twrget,True,True
antique,961127,WordSwapRandomCharacterSubstitution,mispelling,why do we put up with the heresies of science,why do we put up with the hzresies of science,True,True
antique,963523,WordSwapRandomCharacterSubstitution,mispelling,how to get mythral shards on kingdom hearts 2,how to get mythral shards on kiqgdom hearts 2,True,True
antique,98438,WordSwapRandomCharacterSubstitution,mispelling,where can i find a simplified explanation of how to use commas properly,where can i find a simglified explanation of how to use commas properly,True,True
antique,986260,WordSwapRandomCharacterSubstitution,mispelling,what is currently the meaning of life,what is currently the meaninm of life,True,True
antique,993601,WordSwapRandomCharacterSubstitution,mispelling,why were black women abused sexually after the abolition of slavery in the us in 1865,why were black wimen abused sexually after the abolition of slavery in the us in 1865,True,True
antique,1016750,naturality_by_removing_stop_words,naturality,how do i erase all the contacts in my lg 6100 verizon phone at once,erase contacts lg 6100 verizon phone once,True,True
antique,103298,naturality_by_removing_stop_words,naturality,why precisely is foreign food considered ethnic,precisely foreign food considered ethnic,True,True
antique,1034050,naturality_by_removing_stop_words,naturality,why does the earth keep getting hotter and hotter every year,earth keep getting hotter hotter every year,True,True
antique,1037897,naturality_by_removing_stop_words,naturality,why doesn t salt lake city have its own sub category,salt lake city sub category,True,True
antique,1051346,naturality_by_removing_stop_words,naturality,why is it when people cross the street they do not look to see if traffic is coming,people cross street look see traffic coming,True,True
antique,1097878,naturality_by_removing_stop_words,naturality,how to become smart,become smart,True,True
antique,1107012,naturality_by_removing_stop_words,naturality,what does north by north west mean,north north west mean,True,True
antique,1144768,naturality_by_removing_stop_words,naturality,what is dark energy,dark energy,True,True
antique,114758,naturality_by_removing_stop_words,naturality,why does christianity teach,christianity teach,True,True
antique,1158088,naturality_by_removing_stop_words,naturality,why my neighbor s dog doesn t bark,neighbor s dog bark,True,True
antique,11706,naturality_by_removing_stop_words,naturality,why not legalize  and tax prostitution,legalize  tax prostitution,True,True
antique,1184520,naturality_by_removing_stop_words,naturality,why be an  a theist,a theist,True,True
antique,1188438,naturality_by_removing_stop_words,naturality,why is there a fence runiing on the sides of the freeway in the middle of the desert up and over rough terrain,fence runiing sides freeway middle desert rough terrain,True,True
antique,1191621,naturality_by_removing_stop_words,naturality,how can some one so negative go to hevan  if there is one,one negative go hevan  if one,True,True
antique,1211877,naturality_by_removing_stop_words,naturality,how does playing pool deal with science,how playing pool deal science,True,True
antique,1246269,naturality_by_removing_stop_words,naturality,how does a pardon work,pardon work,True,True
antique,1251077,naturality_by_removing_stop_words,naturality,what is the term  take hight road  mean,term  take hight road  mean,True,True
antique,126182,naturality_by_removing_stop_words,naturality,how can i find out if i have a warrant without paying a fee,find warrant without paying fee,True,True
antique,1289770,naturality_by_removing_stop_words,naturality,what is the definition of answer,definition answer,True,True
antique,1295284,naturality_by_removing_stop_words,naturality,how can we solve a problem,solve problem,True,True
antique,1321784,naturality_by_removing_stop_words,naturality,how do blackberry s recognize that they are in their holster,blackberry s recognize holster,True,True
antique,1341602,naturality_by_removing_stop_words,naturality,what are some common causes of my cat s eye to be watery and drip clear fluid,common causes cat s eye watery drip clear fluid,True,True
antique,1398838,naturality_by_removing_stop_words,naturality,what does  crunching numbers  mean,crunching numbers  mean,True,True
antique,1423289,naturality_by_removing_stop_words,naturality,why does my nextel turn off by itself,nextel turn itself,True,True
antique,1440810,naturality_by_removing_stop_words,naturality,what is the difference between hotmail and hotmale,difference hotmail hotmale,True,True
antique,1443637,naturality_by_removing_stop_words,naturality,how do you find info about a house s history that isn t  historical,find info house s history  historical,True,True
antique,1450678,naturality_by_removing_stop_words,naturality,why is my wang so enormous,wang enormous,True,True
antique,1458676,naturality_by_removing_stop_words,naturality,why do criminals go back to the scene of the crime,criminals go back scene crime,True,True
antique,1467322,naturality_by_removing_stop_words,naturality,why do i keep coming on here asking stupid questions that dont really matter pray tell,keep coming asking stupid questions dont really matter pray tell,True,True
antique,1471877,naturality_by_removing_stop_words,naturality,why metals prices are getting all time high,metals prices getting time high,True,True
antique,1485589,naturality_by_removing_stop_words,naturality,how sun rises,sun rises,True,True
antique,1495234,naturality_by_removing_stop_words,naturality,how do you use  incognito  in a sentence,use  incognito  sentence,True,True
antique,1512776,naturality_by_removing_stop_words,naturality,why can t i post to a finance message board,can t post finance message board,True,True
antique,1514356,naturality_by_removing_stop_words,naturality,why am i so sleepy even though i had a goodnights sleep,sleepy even though goodnights sleep,True,True
antique,1536937,naturality_by_removing_stop_words,naturality,why is there chinese chartacters but then you can spell them out in english i e    wei  ni how ma  vs the,chinese chartacters spell english i e    wei  ni ma  vs,True,True
antique,1582044,naturality_by_removing_stop_words,naturality,how do tarot cards work,how do tarot cards work,False,False
antique,1583099,naturality_by_removing_stop_words,naturality,why u s is trying 2 help israel  so what about palastene israel has more weapons than palastene,u s trying 2 help israel palastene israel weapons palastene,True,True
antique,1607303,naturality_by_removing_stop_words,naturality,how does a single parent with four teenagers get rich,single parent four teenagers get rich,True,True
antique,1607924,naturality_by_removing_stop_words,naturality,how does the earth go,earth go,True,True
antique,1639607,naturality_by_removing_stop_words,naturality,what is a diruetic,diruetic,True,True
antique,1647624,naturality_by_removing_stop_words,naturality,why do american s say eggsit,american s say eggsit,True,True
antique,1708787,naturality_by_removing_stop_words,naturality,how to loose wait without exercise,loose wait without exercise,True,True
antique,1727343,naturality_by_removing_stop_words,naturality,why do people have two nostrils,people two nostrils,True,True
antique,1727879,naturality_by_removing_stop_words,naturality,why is organic all natural food  more expensive,organic natural food expensive,True,True
antique,17665,naturality_by_removing_stop_words,naturality,how do i get rid of a bird s nest   my kichen window,get rid bird s nest   kichen window,True,True
antique,1881436,naturality_by_removing_stop_words,naturality,how do motorcycle remains upright and stable by gyroscopic forces in detail    pls,motorcycle remains upright stable gyroscopic forces in detail    pls,True,True
antique,189364,naturality_by_removing_stop_words,naturality,how can i become a better ballet dancer,become better ballet dancer,True,True
antique,1907320,naturality_by_removing_stop_words,naturality,how do i get college money,get college money,True,True
antique,1907847,naturality_by_removing_stop_words,naturality,what sounds like a clap,sounds like clap,True,True
antique,1933929,naturality_by_removing_stop_words,naturality,why do dog go bathroom on the funiture,dog go bathroom funiture,True,True
antique,196651,naturality_by_removing_stop_words,naturality,what is the difference between customer and consumer,difference customer consumer,True,True
antique,1970273,naturality_by_removing_stop_words,naturality,why do hot molecules move faster than cold molecules,hot molecules move faster cold molecules,True,True
antique,1978816,naturality_by_removing_stop_words,naturality,if god talked to moses why didn t god explain to moses about evolution  why all the day 5 day 6 lies,god talked moses god explain moses evolution  day 5 day 6 lies,True,True
antique,2008456,naturality_by_removing_stop_words,naturality,what can i do when my ignition key won t turn,ignition key turn,True,True
antique,2035638,naturality_by_removing_stop_words,naturality,why can t u wear white shoes on labour day,can t u wear white shoes labour day,True,True
antique,2041828,naturality_by_removing_stop_words,naturality,what does the bible mean by calling pride a deadly sin,bible mean calling pride deadly sin,True,True
antique,2048278,naturality_by_removing_stop_words,naturality,what is the ph of a 0 4 m solution of ch3coona,ph 0 4 solution ch3coona,True,True
antique,2094435,naturality_by_removing_stop_words,naturality,what is involved in an artists  portfolio,involved artists  portfolio,True,True
antique,2112535,naturality_by_removing_stop_words,naturality,how come my moma doesent know what  30 4 is,come moma doesent know 30 4 is,True,True
antique,2113006,naturality_by_removing_stop_words,naturality,when you go to buy a watch  why do all the watches clocks set to show 10 10,go buy watch  watches clocks set show 10 10,True,True
antique,212427,naturality_by_removing_stop_words,naturality,why do criminals practice crime,criminals practice crime,True,True
antique,2137263,naturality_by_removing_stop_words,naturality,what is an  encronologist,encronologist,True,True
antique,2147417,naturality_by_removing_stop_words,naturality,why doesn t glue stick to the inside of the bottle,glue stick inside bottle,True,True
antique,2155390,naturality_by_removing_stop_words,naturality,can i feed my red eared slider steak,feed red eared slider steak,True,True
antique,2169746,naturality_by_removing_stop_words,naturality,how can i get rid of a boil  on vaginal labia and underarm pits,get rid boil  vaginal labia and underarm pits,True,True
antique,2175167,naturality_by_removing_stop_words,naturality,what is your definition of pornography,definition pornography,True,True
antique,2180502,naturality_by_removing_stop_words,naturality,how honest are you,honest you,True,True
antique,220575,naturality_by_removing_stop_words,naturality,how do you use lube,use lube,True,True
antique,2235825,naturality_by_removing_stop_words,naturality,why do i fall asleep after i eat and how can i prevent that,fall asleep eat prevent that,True,True
antique,2306533,naturality_by_removing_stop_words,naturality,how can i get water out of my ear,get water ear,True,True
antique,2357505,naturality_by_removing_stop_words,naturality,why do some people refer to the irs as uncle sam,people refer irs uncle sam,True,True
antique,2418824,naturality_by_removing_stop_words,naturality,why do space shuttles move when the rockets are fired but not when water is ejected,space shuttles move rockets fired water ejected,True,True
antique,2421078,naturality_by_removing_stop_words,naturality,why is my chihuahua  male  so hateful,chihuahua  male  hateful,True,True
antique,242701,naturality_by_removing_stop_words,naturality,why does taco bell always make me nauseas,taco bell always make nauseas,True,True
antique,2439070,naturality_by_removing_stop_words,naturality,why we get irritate,get irritate,True,True
antique,2466898,naturality_by_removing_stop_words,naturality,how do i install led s into my car,install led s car,True,True
antique,2492366,naturality_by_removing_stop_words,naturality,what is so bad about the seal hunt,bad seal hunt,True,True
antique,2500918,naturality_by_removing_stop_words,naturality,how do you cure poison oak and poison ivy,cure poison oak poison ivy,True,True
antique,2522067,naturality_by_removing_stop_words,naturality,why are liberals incapable of identifying and confronting evil,liberals incapable identifying confronting evil,True,True
antique,2534994,naturality_by_removing_stop_words,naturality,what is the meaning of my first name andrei,meaning first name andrei,True,True
antique,2543919,naturality_by_removing_stop_words,naturality,what is the easiest way to make chocolate mousse,easiest way make chocolate mousse,True,True
antique,2546730,naturality_by_removing_stop_words,naturality,what quality of which is inherently contained in the question why,quality inherently contained question why,True,True
antique,2550445,naturality_by_removing_stop_words,naturality,why do teens today find it amusing to tear one another apart,teens today find amusing tear one another apart,True,True
antique,2571912,naturality_by_removing_stop_words,naturality,if a coin is tossed twice  what is the probability of getting heads both times,coin tossed twice  probability getting heads times,True,True
antique,2573745,naturality_by_removing_stop_words,naturality,how did african american women get the right to vote,african american women get right vote,True,True
antique,2573803,naturality_by_removing_stop_words,naturality,how do you get rid of sweat stains on clothes,get rid sweat stains clothes,True,True
antique,2587810,naturality_by_removing_stop_words,naturality,what happens to bile salts when gallbladder has been removed,happens bile salts gallbladder removed,True,True
antique,2613648,naturality_by_removing_stop_words,naturality,how can i strengthen my eyes,strengthen eyes,True,True
antique,2620488,naturality_by_removing_stop_words,naturality,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,say dont keep eggs fridge special compartment fridges eggs,True,True
antique,2630860,naturality_by_removing_stop_words,naturality,why is god  male,god  male,True,True
antique,2632334,naturality_by_removing_stop_words,naturality,on the most fundamental level  why is killing other humans bad,fundamental level  killing humans bad,True,True
antique,263783,naturality_by_removing_stop_words,naturality,what affects did watergate have on the presidency,affects watergate presidency,True,True
antique,2677193,naturality_by_removing_stop_words,naturality,what does the phrase  take no prisoners  mean,phrase  take prisoners  mean,True,True
antique,2678484,naturality_by_removing_stop_words,naturality,what is the mean of bibliography,mean bibliography,True,True
antique,2678635,naturality_by_removing_stop_words,naturality,why do husky s have coloful eyes then other dogs,husky s coloful eyes dogs,True,True
antique,2689609,naturality_by_removing_stop_words,naturality,why do people ignore global issues,people ignore global issues,True,True
antique,2700836,naturality_by_removing_stop_words,naturality,how do you wire an 800 watt inverter,wire 800 watt inverter,True,True
antique,2704,naturality_by_removing_stop_words,naturality,why does it seem that no matter how hard you try,seem matter hard try,True,True
antique,2735795,naturality_by_removing_stop_words,naturality,how to decrease weight 100kg to 70kg,decrease weight 100kg 70kg,True,True
antique,2764765,naturality_by_removing_stop_words,naturality,how to study 17 18 hrs a day give me practical tips,study 17 18 hrs day give practical tips,True,True
antique,2776069,naturality_by_removing_stop_words,naturality,what is taj mahal,taj mahal,True,True
antique,278043,naturality_by_removing_stop_words,naturality,how is splitting a laser beam dangerous,splitting laser beam dangerous,True,True
antique,2858043,naturality_by_removing_stop_words,naturality,how do you stop bad feelings toward the people,stop bad feelings toward people,True,True
antique,2891885,naturality_by_removing_stop_words,naturality,why does everone want a horse,everone want horse,True,True
antique,2897078,naturality_by_removing_stop_words,naturality,how to get rid of stript throat,get rid stript throat,True,True
antique,2901754,naturality_by_removing_stop_words,naturality,how are fico scores calculated,fico scores calculated,True,True
antique,2910592,naturality_by_removing_stop_words,naturality,how do i get rid of pink eye quick at home,get rid pink eye quick home,True,True
antique,2942624,naturality_by_removing_stop_words,naturality,why do random strangers keep asking me what ethnicity i am,random strangers keep asking ethnicity am,True,True
antique,2961191,naturality_by_removing_stop_words,naturality,what is ogopogo,ogopogo,True,True
antique,3083719,naturality_by_removing_stop_words,naturality,how do you safely wean a person off risperidal,safely wean person risperidal,True,True
