dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
msmarco,1129237,summarization_with_t5-base_from_description_to_title,naturality,hydrogen is a liquid below what temperature,hydrogen liquid below what temperature,True,True
msmarco,1133167,summarization_with_t5-base_from_description_to_title,naturality,how is the weather in jamaica,jamaica weather,True,True
msmarco,130510,summarization_with_t5-base_from_description_to_title,naturality,definition declaratory judgment,declaratory judgment,True,True
msmarco,131843,summarization_with_t5-base_from_description_to_title,naturality,definition of a sigmet,sigmet,True,True
msmarco,146187,summarization_with_t5-base_from_description_to_title,naturality,difference between a mcdouble and a double cheeseburger,mcdouble cheeseburger,True,True
msmarco,148538,summarization_with_t5-base_from_description_to_title,naturality,difference between rn and bsn,difference between rn and,False,False
msmarco,156493,summarization_with_t5-base_from_description_to_title,naturality,do goldfish grow,goldfish,True,True
msmarco,168216,summarization_with_t5-base_from_description_to_title,naturality,does legionella pneumophila cause pneumonia,legionella pneumophila,False,False
msmarco,182539,summarization_with_t5-base_from_description_to_title,naturality,example of monotonic function,monotonic function,True,True
msmarco,183378,summarization_with_t5-base_from_description_to_title,naturality,exons definition biology,exons biology,True,True
msmarco,19335,summarization_with_t5-base_from_description_to_title,naturality,anthropological definition of environment,environment anthropology,True,True
msmarco,207786,summarization_with_t5-base_from_description_to_title,naturality,how are some sharks warm blooded,sharks warm blooded,True,True
msmarco,264014,summarization_with_t5-base_from_description_to_title,naturality,how long is life cycle of flea,flea life cycle,True,True
msmarco,359349,summarization_with_t5-base_from_description_to_title,naturality,how to find the midsegment of a trapezoid,trapezoidal midseg,True,True
msmarco,405717,summarization_with_t5-base_from_description_to_title,naturality,is cdg airport in main paris,paris cdg airport,True,True
msmarco,443396,summarization_with_t5-base_from_description_to_title,naturality,lps laws definition,lps laws,True,True
msmarco,451602,summarization_with_t5-base_from_description_to_title,naturality,medicare s definition of mechanical ventilation,medicare mechanical ventilation,True,True
msmarco,47923,summarization_with_t5-base_from_description_to_title,naturality,axon terminals or synaptic knob definition,axon terminals or,False,False
msmarco,489204,summarization_with_t5-base_from_description_to_title,naturality,right pelvic pain causes,pelvic pain,False,False
msmarco,527433,summarization_with_t5-base_from_description_to_title,naturality,types of dysarthria from cerebral palsy,cerebral palsy dysarthr,True,True
msmarco,573724,summarization_with_t5-base_from_description_to_title,naturality,what are the social determinants of health,social determinants of health,True,True
msmarco,833860,summarization_with_t5-base_from_description_to_title,naturality,what is the most popular food in switzerland,food in switzerland,True,True
msmarco,855410,summarization_with_t5-base_from_description_to_title,naturality,what is theraderm used for,theraderm,True,True
msmarco,87181,summarization_with_t5-base_from_description_to_title,naturality,causes of left ventricular hypertrophy,left ventricular hypertrophy,False,False
msmarco,87452,summarization_with_t5-base_from_description_to_title,naturality,causes of military suicide,military suicide,True,True
msmarco,915593,summarization_with_t5-base_from_description_to_title,naturality,what types of food can you cook sous vide,sous vide food,True,True
msmarco,962179,summarization_with_t5-base_from_description_to_title,naturality,when was the salvation army founded,salvation army,True,True
msmarco,1037798,back_translation_pivot_language_de,paraphrase,who is robert gray,who is robert grey,False,False
msmarco,104861,back_translation_pivot_language_de,paraphrase,cost of interior concrete flooring,cost of internal concrete,False,False
msmarco,1063750,back_translation_pivot_language_de,paraphrase,why did the us volunterilay enter ww1,why the u s  volunterilay entered ww1,True,True
msmarco,1103812,back_translation_pivot_language_de,paraphrase,who formed the commonwealth of independent states,the common wealth of independent states,False,False
msmarco,1106007,back_translation_pivot_language_de,paraphrase,define visceral,do you define visceral,True,True
msmarco,1112341,back_translation_pivot_language_de,paraphrase,what is the daily life of thai people,what is the daily life of the thai people,True,True
msmarco,1113437,back_translation_pivot_language_de,paraphrase,what is physical description of spruce,what is the physical description of spruce,True,True
msmarco,1114819,back_translation_pivot_language_de,paraphrase,what is durable medical equipment consist of,what is sustainable medical equipment,True,True
msmarco,1115776,back_translation_pivot_language_de,paraphrase,what is an aml surveillance analyst,what is an aml monitoring analyst,True,True
msmarco,1117099,back_translation_pivot_language_de,paraphrase,what is a active margin,what is an active margin,True,True
msmarco,1121402,back_translation_pivot_language_de,paraphrase,what can contour plowing reduce,what can reduce contour plowing,False,False
msmarco,1121709,back_translation_pivot_language_de,paraphrase,what are the three percenters,what are the three percent,True,True
msmarco,1129237,back_translation_pivot_language_de,paraphrase,hydrogen is a liquid below what temperature,hydrogen is a fluid under which temperature,True,True
msmarco,130510,back_translation_pivot_language_de,paraphrase,definition declaratory judgment,definition of declaring judgment,False,False
msmarco,156493,back_translation_pivot_language_de,paraphrase,do goldfish grow,gold fish grows,True,True
msmarco,168216,back_translation_pivot_language_de,paraphrase,does legionella pneumophila cause pneumonia,legionella pneumophila causes pneumonia,True,True
msmarco,182539,back_translation_pivot_language_de,paraphrase,example of monotonic function,examples of monotonous function,False,False
msmarco,183378,back_translation_pivot_language_de,paraphrase,exons definition biology,exon definition biology,True,True
msmarco,19335,back_translation_pivot_language_de,paraphrase,anthropological definition of environment,anthropological definition of the environment,True,True
msmarco,207786,back_translation_pivot_language_de,paraphrase,how are some sharks warm blooded,how are some sharks hot blood,True,True
msmarco,264014,back_translation_pivot_language_de,paraphrase,how long is life cycle of flea,how long is the life cycle of the flies,True,True
msmarco,359349,back_translation_pivot_language_de,paraphrase,how to find the midsegment of a trapezoid,how to find the middle segment of a trapezoid,True,True
msmarco,405717,back_translation_pivot_language_de,paraphrase,is cdg airport in main paris,is cdg airport in the headquarters of paris,True,True
msmarco,443396,back_translation_pivot_language_de,paraphrase,lps laws definition,lps law definition,True,True
msmarco,451602,back_translation_pivot_language_de,paraphrase,medicare s definition of mechanical ventilation,doctors define mechanical ventilation,True,True
msmarco,47923,back_translation_pivot_language_de,paraphrase,axon terminals or synaptic knob definition,axon terminals or synaptic nod definition,False,False
msmarco,489204,back_translation_pivot_language_de,paraphrase,right pelvic pain causes,causes right pain,False,False
msmarco,527433,back_translation_pivot_language_de,paraphrase,types of dysarthria from cerebral palsy,types of dysarthria from brain palsy,True,True
msmarco,573724,back_translation_pivot_language_de,paraphrase,what are the social determinants of health,what are the social factors of health,True,True
msmarco,855410,back_translation_pivot_language_de,paraphrase,what is theraderm used for,what is theraderm used,True,False
msmarco,87181,back_translation_pivot_language_de,paraphrase,causes of left ventricular hypertrophy,causes of ventricular hypertrophy,False,False
msmarco,915593,back_translation_pivot_language_de,paraphrase,what types of food can you cook sous vide,what types of food you can cook under vide,False,False
msmarco,962179,back_translation_pivot_language_de,paraphrase,when was the salvation army founded,when the rescue army was established,True,True
msmarco,104861,ramsrigouthamg/t5_paraphraser,paraphrase,cost of interior concrete flooring,what is the cost of interior concrete flooring,True,False
msmarco,1063750,ramsrigouthamg/t5_paraphraser,paraphrase,why did the us volunterilay enter ww1,why did the us enter ww1,True,True
msmarco,1106007,ramsrigouthamg/t5_paraphraser,paraphrase,define visceral,what is visceral,True,True
msmarco,1110199,ramsrigouthamg/t5_paraphraser,paraphrase,what is wifi vs bluetooth,what is the difference between wifi and bluetooth,True,True
msmarco,1113437,ramsrigouthamg/t5_paraphraser,paraphrase,what is physical description of spruce,what is the physical description of spruce,True,True
msmarco,1114819,ramsrigouthamg/t5_paraphraser,paraphrase,what is durable medical equipment consist of,what is durable medical equipment,True,True
msmarco,1117099,ramsrigouthamg/t5_paraphraser,paraphrase,what is a active margin,what is active margin,True,False
msmarco,1124210,ramsrigouthamg/t5_paraphraser,paraphrase,tracheids are part of,are tracheids a part of,True,False
msmarco,1129237,ramsrigouthamg/t5_paraphraser,paraphrase,hydrogen is a liquid below what temperature,is hydrogen a liquid below what temperature,True,False
msmarco,130510,ramsrigouthamg/t5_paraphraser,paraphrase,definition declaratory judgment,what is declaratory judgment,True,True
msmarco,131843,ramsrigouthamg/t5_paraphraser,paraphrase,definition of a sigmet,what is a sigmet,True,True
msmarco,146187,ramsrigouthamg/t5_paraphraser,paraphrase,difference between a mcdouble and a double cheeseburger,what is the difference between a double cheeseburger and a mcdouble,True,False
msmarco,148538,ramsrigouthamg/t5_paraphraser,paraphrase,difference between rn and bsn,what is the difference between rn and bsn,True,False
msmarco,156493,ramsrigouthamg/t5_paraphraser,paraphrase,do goldfish grow,how do goldfish grow,True,True
msmarco,182539,ramsrigouthamg/t5_paraphraser,paraphrase,example of monotonic function,what is a monotonic function,False,False
msmarco,183378,ramsrigouthamg/t5_paraphraser,paraphrase,exons definition biology,what is the exons definition of biology,True,True
msmarco,19335,ramsrigouthamg/t5_paraphraser,paraphrase,anthropological definition of environment,what is the anthropological definition of environment,True,True
msmarco,207786,ramsrigouthamg/t5_paraphraser,paraphrase,how are some sharks warm blooded,how do sharks get warm blooded,True,True
msmarco,264014,ramsrigouthamg/t5_paraphraser,paraphrase,how long is life cycle of flea,how long is the life cycle of fleas,True,True
msmarco,359349,ramsrigouthamg/t5_paraphraser,paraphrase,how to find the midsegment of a trapezoid,how do you find the midsegment of a trapezoid,True,True
msmarco,443396,ramsrigouthamg/t5_paraphraser,paraphrase,lps laws definition,what is the definition of lps law,True,True
msmarco,451602,ramsrigouthamg/t5_paraphraser,paraphrase,medicare s definition of mechanical ventilation,what is the medicare definition of mechanical ventilation,True,True
msmarco,47923,ramsrigouthamg/t5_paraphraser,paraphrase,axon terminals or synaptic knob definition,what is the difference between axon terminals and synaptic knobs,False,False
msmarco,489204,ramsrigouthamg/t5_paraphraser,paraphrase,right pelvic pain causes,what causes pelvic pain,True,True
msmarco,490595,ramsrigouthamg/t5_paraphraser,paraphrase,rsa definition key,what is rsa definition key,True,True
msmarco,527433,ramsrigouthamg/t5_paraphraser,paraphrase,types of dysarthria from cerebral palsy,what are the types of dysarthria from cerebral palsy,True,True
msmarco,573724,ramsrigouthamg/t5_paraphraser,paraphrase,what are the social determinants of health,what are social determinants of health,False,False
msmarco,87181,ramsrigouthamg/t5_paraphraser,paraphrase,causes of left ventricular hypertrophy,what causes left ventricular hypertrophy,True,True
msmarco,87452,ramsrigouthamg/t5_paraphraser,paraphrase,causes of military suicide,what are the causes of military suicide,True,True
msmarco,1037798,WordSwapEmbedding,synonym,who is robert gray,who is roberto gray,False,False
msmarco,104861,WordSwapEmbedding,synonym,cost of interior concrete flooring,expenses of interior concrete flooring,True,True
msmarco,1063750,WordSwapEmbedding,synonym,why did the us volunterilay enter ww1,why did the us volunterilay penetrate ww1,True,True
msmarco,1103812,WordSwapEmbedding,synonym,who formed the commonwealth of independent states,who formed the commonwealth of independence states,False,False
msmarco,1106007,WordSwapEmbedding,synonym,define visceral,determining visceral,True,True
msmarco,1110199,WordSwapEmbedding,synonym,what is wifi vs bluetooth,what is wifi versus bluetooth,True,True
msmarco,1112341,WordSwapEmbedding,synonym,what is the daily life of thai people,what is the daily lives of thai people,True,True
msmarco,1113437,WordSwapEmbedding,synonym,what is physical description of spruce,what is physique description of spruce,True,True
msmarco,1114646,WordSwapEmbedding,synonym,what is famvir prescribed for,what is famvir prescribing for,True,True
msmarco,1114819,WordSwapEmbedding,synonym,what is durable medical equipment consist of,what is durable medicinal equipment consist of,True,True
msmarco,1115776,WordSwapEmbedding,synonym,what is an aml surveillance analyst,what is an aml oversight analyst,False,False
msmarco,1117099,WordSwapEmbedding,synonym,what is a active margin,what is a active marge,False,False
msmarco,1121402,WordSwapEmbedding,synonym,what can contour plowing reduce,what can contour plowing lowered,True,True
msmarco,1121709,WordSwapEmbedding,synonym,what are the three percenters,what are the tres percenters,False,False
msmarco,1124210,WordSwapEmbedding,synonym,tracheids are part of,tracheids are parties of,False,False
msmarco,1129237,WordSwapEmbedding,synonym,hydrogen is a liquid below what temperature,hydrogen is a liquids below what temperature,True,True
msmarco,1133167,WordSwapEmbedding,synonym,how is the weather in jamaica,how is the weatherman in jamaica,False,False
msmarco,130510,WordSwapEmbedding,synonym,definition declaratory judgment,definition declaratory judgments,True,True
msmarco,131843,WordSwapEmbedding,synonym,definition of a sigmet,define of a sigmet,True,True
msmarco,146187,WordSwapEmbedding,synonym,difference between a mcdouble and a double cheeseburger,difference between a mcdouble and a dual cheeseburger,False,False
msmarco,148538,WordSwapEmbedding,synonym,difference between rn and bsn,disparity between rn and bsn,True,True
msmarco,156493,WordSwapEmbedding,synonym,do goldfish grow,do goldfish augmentation,True,True
msmarco,168216,WordSwapEmbedding,synonym,does legionella pneumophila cause pneumonia,does legionella pneumophila reason pneumonia,False,False
msmarco,182539,WordSwapEmbedding,synonym,example of monotonic function,case of monotonic function,True,True
msmarco,183378,WordSwapEmbedding,synonym,exons definition biology,exons define biology,True,True
msmarco,19335,WordSwapEmbedding,synonym,anthropological definition of environment,anthropologist definition of environment,True,True
msmarco,207786,WordSwapEmbedding,synonym,how are some sharks warm blooded,how are some sharks hearty blooded,False,False
msmarco,264014,WordSwapEmbedding,synonym,how long is life cycle of flea,how long is life cycle of microchip,False,False
msmarco,359349,WordSwapEmbedding,synonym,how to find the midsegment of a trapezoid,how to finds the midsegment of a trapezoid,True,True
msmarco,405717,WordSwapEmbedding,synonym,is cdg airport in main paris,is cdg airport in principal paris,True,True
msmarco,443396,WordSwapEmbedding,synonym,lps laws definition,lps lois definition,False,False
msmarco,451602,WordSwapEmbedding,synonym,medicare s definition of mechanical ventilation,medicare s define of mechanical ventilation,True,True
msmarco,47923,WordSwapEmbedding,synonym,axon terminals or synaptic knob definition,axon terminus or synaptic knob definition,True,True
msmarco,489204,WordSwapEmbedding,synonym,right pelvic pain causes,right pelvic heartbreak causes,False,False
msmarco,490595,WordSwapEmbedding,synonym,rsa definition key,rsa definition keys,True,False
msmarco,527433,WordSwapEmbedding,synonym,types of dysarthria from cerebral palsy,sorts of dysarthria from cerebral palsy,True,True
msmarco,573724,WordSwapEmbedding,synonym,what are the social determinants of health,what are the social determinants of sanitary,False,False
msmarco,833860,WordSwapEmbedding,synonym,what is the most popular food in switzerland,what is the most popular catering in switzerland,True,True
msmarco,855410,WordSwapEmbedding,synonym,what is theraderm used for,what is theraderm use for,True,True
msmarco,87181,WordSwapEmbedding,synonym,causes of left ventricular hypertrophy,causes of exited ventricular hypertrophy,False,False
msmarco,87452,WordSwapEmbedding,synonym,causes of military suicide,causes of military suicidal,True,True
msmarco,915593,WordSwapEmbedding,synonym,what types of food can you cook sous vide,what types of foods can you cook sous vide,True,True
msmarco,962179,WordSwapEmbedding,synonym,when was the salvation army founded,when was the salut army founded,False,False
msmarco,1037798,WordSwapWordNet,synonym,who is robert gray,who is robert grey,False,False
msmarco,104861,WordSwapWordNet,synonym,cost of interior concrete flooring,cost of inner concrete flooring,True,True
msmarco,1063750,WordSwapWordNet,synonym,why did the us volunterilay enter ww1,why did the us volunterilay enroll ww1,True,True
msmarco,1103812,WordSwapWordNet,synonym,who formed the commonwealth of independent states,who formed the commonwealth of independent state,True,True
msmarco,1106007,WordSwapWordNet,synonym,define visceral,delimitate visceral,True,True
msmarco,1112341,WordSwapWordNet,synonym,what is the daily life of thai people,what is the day after day life of thai people,True,True
msmarco,1113437,WordSwapWordNet,synonym,what is physical description of spruce,what is forcible description of spruce,False,False
msmarco,1114646,WordSwapWordNet,synonym,what is famvir prescribed for,what is famvir ordained for,True,True
msmarco,1114819,WordSwapWordNet,synonym,what is durable medical equipment consist of,what is long lasting medical equipment consist of,True,True
msmarco,1115776,WordSwapWordNet,synonym,what is an aml surveillance analyst,what is an aml surveillance psychoanalyst,False,False
msmarco,1117099,WordSwapWordNet,synonym,what is a active margin,what is a active border,False,False
msmarco,1121402,WordSwapWordNet,synonym,what can contour plowing reduce,what can contour plowing abbreviate,True,True
msmarco,1121709,WordSwapWordNet,synonym,what are the three percenters,what are the deuce ace percenters,False,False
msmarco,1124210,WordSwapWordNet,synonym,tracheids are part of,tracheid are part of,True,True
msmarco,1129237,WordSwapWordNet,synonym,hydrogen is a liquid below what temperature,hydrogen is a liquidity below what temperature,False,False
msmarco,1133167,WordSwapWordNet,synonym,how is the weather in jamaica,how is the brave in jamaica,False,False
msmarco,130510,WordSwapWordNet,synonym,definition declaratory judgment,definition declaratory judgement,False,False
msmarco,146187,WordSwapWordNet,synonym,difference between a mcdouble and a double cheeseburger,conflict between a mcdouble and a double cheeseburger,True,True
msmarco,148538,WordSwapWordNet,synonym,difference between rn and bsn,remainder between rn and bsn,False,False
msmarco,156493,WordSwapWordNet,synonym,do goldfish grow,do goldfish acquire,False,False
msmarco,168216,WordSwapWordNet,synonym,does legionella pneumophila cause pneumonia,does legionella pneumophila do pneumonia,False,False
msmarco,182539,WordSwapWordNet,synonym,example of monotonic function,example of monotonic routine,False,False
msmarco,183378,WordSwapWordNet,synonym,exons definition biology,exon definition biology,True,True
msmarco,19335,WordSwapWordNet,synonym,anthropological definition of environment,anthropological definition of environs,True,True
msmarco,207786,WordSwapWordNet,synonym,how are some sharks warm blooded,how are some sharks warm full blood,False,False
msmarco,264014,WordSwapWordNet,synonym,how long is life cycle of flea,how long is life wheel of flea,False,False
msmarco,359349,WordSwapWordNet,synonym,how to find the midsegment of a trapezoid,how to determine the midsegment of a trapezoid,True,True
msmarco,405717,WordSwapWordNet,synonym,is cdg airport in main paris,is cdg airport in briny paris,False,False
msmarco,443396,WordSwapWordNet,synonym,lps laws definition,l p laws definition,False,False
msmarco,451602,WordSwapWordNet,synonym,medicare s definition of mechanical ventilation,medicare s definition of mechanical airing,True,True
msmarco,47923,WordSwapWordNet,synonym,axon terminals or synaptic knob definition,axon terminals or synaptic boss definition,False,False
msmarco,489204,WordSwapWordNet,synonym,right pelvic pain causes,rightfulness pelvic pain causes,False,False
msmarco,490595,WordSwapWordNet,synonym,rsa definition key,rsa definition winder,False,False
msmarco,527433,WordSwapWordNet,synonym,types of dysarthria from cerebral palsy,types of dysarthria from intellectual palsy,False,False
msmarco,573724,WordSwapWordNet,synonym,what are the social determinants of health,what are the sociable determinants of health,True,True
msmarco,833860,WordSwapWordNet,synonym,what is the most popular food in switzerland,what is the most democratic food in switzerland,False,False
msmarco,855410,WordSwapWordNet,synonym,what is theraderm used for,what is theraderm ill used for,True,True
msmarco,87181,WordSwapWordNet,synonym,causes of left ventricular hypertrophy,causes of provide ventricular hypertrophy,False,False
msmarco,87452,WordSwapWordNet,synonym,causes of military suicide,get of military suicide,False,False
msmarco,915593,WordSwapWordNet,synonym,what types of food can you cook sous vide,what case of food can you cook sous vide,False,False
msmarco,962179,WordSwapWordNet,synonym,when was the salvation army founded,when was the salvation army plant,False,False
